ensembl_gene_id	chromosome_name	start_position	end_position	baseMean	log2FoldChange	lfcSE	pvalue	padj	symbol	entrez_gene_id
ENSG00000129810	3	20202085	20227784	40.5431862607903	-2.97092638729218	0.390075422223328	2.61076742641807e-14	2.89140047937013e-12	SGOL1	151648
ENSG00000144354	2	174219548	174233725	186.381793065933	-2.96355475478782	0.504518431555739	4.25334734390092e-09	1.8743886879158e-07	CDCA7	83879
ENSG00000175063	20	44441215	44445596	223.964521047568	-2.96172263584817	0.402480469252156	1.85745781866251e-13	1.81270718474754e-11	UBE2C	11065
ENSG00000135333	6	93949738	94129265	48.8025473270451	-2.95701956948481	0.489719205667589	1.55848628867512e-09	7.49340480587372e-08	EPHA7	2045
ENSG00000090889	X	69509879	69640682	228.07626768673	-2.95116229046003	0.417758191562456	1.61446863587132e-12	1.32243317348241e-10	KIF4A	24137
ENSG00000112742	6	80713604	80752244	219.814202943586	-2.95004288344633	0.408336337144504	5.02794674692403e-13	4.57465800943211e-11	TTK	7272
ENSG00000134690	1	38158090	38175391	306.277143580455	-2.94242131008957	0.32713101293361	2.37036586451139e-19	5.89006038769762e-17	CDCA8	55143
ENSG00000101447	20	37554955	37581703	270.452342558368	-2.93465937776359	0.381603171222076	1.46740791459557e-14	1.7016177268467e-12	FAM83D	81610
ENSG00000143228	1	163236366	163325554	151.444106541655	-2.93147581175045	0.437943115587976	2.17543011775424e-11	1.48906177273132e-09	NUF2	83540
ENSG00000174938	16	29882480	29910868	90.3311213978408	-2.92540530316988	0.333000357470706	1.56376389108775e-18	3.45078345219887e-16	SEZ6L2	26470
ENSG00000160447	9	131464802	131483197	79.2064144913432	-2.91906587404874	0.408034701080367	8.43067153465651e-13	7.31070255952472e-11	PKN3	29941
ENSG00000118193	1	200520628	200589862	177.738104109659	-2.91440848109062	0.357948739381739	3.88892387704477e-16	5.72116811165242e-14	KIF14	9928
ENSG00000035499	5	59892739	59996017	49.6622140546496	-2.89770542909388	0.401807560833875	5.52678723933338e-13	5.013101186107e-11	DEPDC1B	55789
ENSG00000115919	2	143635067	143799890	139.755674062991	-2.89553012923912	0.242032808418451	5.52665826592518e-33	4.80656720362963e-30	KYNU	8942
ENSG00000089250	12	117645947	117889975	22.3678646400254	-2.89227510978823	0.517625345356707	2.30250362954088e-08	8.67325252554444e-07	NOS1	4842
ENSG00000145386	4	122737599	122745087	398.033823369601	-2.89155823627528	0.305742813942584	3.15437124244481e-21	1.00295438321605e-18	CCNA2	890
ENSG00000188064	22	46316242	46373009	137.090798618875	-2.89084523549689	0.483585939261471	2.25984081394156e-09	1.04903442493331e-07	WNT7B	7477
ENSG00000138160	10	94353043	94415150	537.83442338345	-2.88723373746834	0.343991359680665	4.72554141278289e-17	7.89459093649662e-15	KIF11	3832
ENSG00000013810	4	1723227	1746898	563.019264188878	-2.88471680677625	0.332058682580487	3.70924835254545e-18	7.61683845727563e-16	TACC3	10460
ENSG00000117724	1	214776538	214837931	1301.55676782604	-2.88091774398294	0.192742061487953	1.62897932794334e-50	3.44063705194891e-47	CENPF	1063
ENSG00000183856	1	156495197	156542396	410.031120098421	-2.88082981518314	0.465793774696776	6.21910055100103e-10	3.17614513459586e-08	IQGAP3	128239
ENSG00000166851	16	23688977	23701688	568.604526268685	-2.87591507907459	0.458305896879563	3.49410895735867e-10	1.89927944612309e-08	PLK1	5347
ENSG00000156970	15	40453224	40513337	293.886847160358	-2.8744458881132	0.471958381138809	1.12583365907613e-09	5.56704035098347e-08	BUB1B	701
ENSG00000007968	1	23832922	23857712	35.2445874232269	-2.84886239009482	0.510531902707909	2.40263104226594e-08	8.99313923035493e-07	E2F2	1870
ENSG00000117650	1	211836114	211848960	133.578360762147	-2.84471054551107	0.429344408686222	3.45588475759218e-11	2.24594532487914e-09	NEK2	4751
ENSG00000174371	1	242011269	242058450	99.3285275352265	-2.84425230496724	0.300321525345641	2.77999069980102e-21	9.03344230693585e-19	EXO1	9156
ENSG00000127564	16	3018025	3030540	118.620306761511	-2.79468278285403	0.485626088858431	8.67425623795787e-09	3.57737457400857e-07	PKMYT1	9088
ENSG00000101057	20	42295754	42345136	350.426842117742	-2.79162555058373	0.467343324839359	2.32368587805241e-09	1.0736154908439e-07	MYBL2	4605
ENSG00000158402	5	137620954	137674044	58.1290377350896	-2.78342303819202	0.449742451607399	6.05752654158044e-10	3.10435112364876e-08	CDC25C	995
ENSG00000137804	15	41624892	41673248	519.948537251922	-2.7775496379631	0.345604172096114	9.2219293203544e-16	1.29853547620419e-13	NUSAP1	51203
ENSG00000264514	18	316737	319165	21.8460865485634	-2.75885775852865	0.502395281152175	3.98740702368914e-08	1.43439933930034e-06	NA	NA
ENSG00000167513	16	88869621	88875666	140.047688673797	-2.74413210214271	0.385788757789848	1.13511724856796e-12	9.67303084730681e-11	CDT1	81620
ENSG00000129195	17	6347735	6354789	153.211649979338	-2.73803143882956	0.344823883764917	2.01568578456371e-15	2.72163601139493e-13	FAM64A	54478
ENSG00000157456	15	59397277	59417244	333.703634072314	-2.73536461401361	0.289129973552934	3.0596265833971e-21	9.83403892076655e-19	CCNB2	9133
ENSG00000134057	5	68462837	68474072	1039.56955367836	-2.7328847932008	0.280154939479021	1.75765328031215e-22	6.66330865369618e-20	CCNB1	891
ENSG00000160886	8	143781529	143786545	117.966531599961	-2.73134640318125	0.379143480164206	5.84750188594509e-13	5.28778687362068e-11	LY6K	54742
ENSG00000226650	5	154393260	154397685	58.0327997306156	-2.72603867873898	0.416065793075204	5.67938446465622e-11	3.57914024314265e-09	KIF4B	285643
ENSG00000088325	20	30327074	30389608	1139.42594052927	-2.71808148096601	0.359999993752897	4.34502039246575e-14	4.62166377716591e-12	TPX2	22974
ENSG00000163808	3	44803209	44914868	133.88334985924	-2.71381079495868	0.325929632190275	8.33588093577234e-17	1.31112765569568e-14	KIF15	56992
ENSG00000115163	2	26987157	27023935	100.230494975906	-2.70190588698655	0.401557701221217	1.71347992267333e-11	1.20637145984405e-09	CENPA	1058
ENSG00000102879	16	30194148	30200397	15.7328538148942	-2.70053018452415	0.478154465644678	1.62495515957714e-08	6.3390401146037e-07	CORO1A	11151
ENSG00000105011	19	14230321	14247768	176.432134022749	-2.69201877111032	0.401536863380023	2.02390760864716e-11	1.40156786856432e-09	ASF1B	55723
ENSG00000169679	2	111395275	111435691	366.211883866038	-2.68604897202221	0.464122178195407	7.14949616778495e-09	2.99024896296183e-07	BUB1	699
ENSG00000134532	12	23682440	24103966	123.754798000922	-2.68302735259554	0.278717134431889	6.18917210324511e-22	2.1280676638716e-19	SOX5	6660
ENSG00000165480	13	21727734	21750741	137.967978165565	-2.68048701284774	0.39005069948423	6.32412906689877e-12	4.83215753251154e-10	SKA3	221150
ENSG00000138180	10	95256389	95288849	464.641192726686	-2.67498509941461	0.358417946683831	8.43739890402103e-14	8.66298213860771e-12	CEP55	55165
ENSG00000152253	2	169690642	169769881	65.7983514460395	-2.65650502332111	0.416194732135957	1.73831763575112e-10	9.94236992053396e-09	SPC25	57405
ENSG00000075702	19	36545783	36596008	114.038553689142	-2.65169604033428	0.285507744293428	1.57732095704527e-20	4.44203625712655e-18	WDR62	284403
ENSG00000104213	8	17433942	17501580	109.397053606857	-2.64647973308493	0.369996330676351	8.50757330113396e-13	7.35581703258863e-11	PDGFRL	5157
ENSG00000182175	15	93586636	93632433	111.291694023188	-2.62303637459211	0.324156568395177	5.87502976446866e-16	8.43323447258923e-14	RGMA	56963
ENSG00000099994	22	24577227	24585078	49.8031650066889	-2.61971563727586	0.376502852359189	3.45080036508106e-12	2.75784234582289e-10	SUSD2	56241
ENSG00000072571	5	162887175	162918947	317.807125892618	-2.61877921861223	0.483095609809074	5.93229235697023e-08	2.05167116953929e-06	HMMR	3161
ENSG00000117632	1	26210672	26233482	1498.58635473895	-2.61683203170702	0.292457226147612	3.62825335560398e-19	8.79405342009916e-17	STMN1	3925
ENSG00000109805	4	17812525	17846485	293.853939444025	-2.61304316295425	0.475066722255536	3.78993215773922e-08	1.36835523692734e-06	NCAPG	64151
ENSG00000126787	14	55614830	55658396	440.381072458226	-2.6089665991729	0.464206643158441	1.90659427191577e-08	7.30284878504525e-07	DLGAP5	9787
ENSG00000123080	1	51426417	51440305	409.190203546733	-2.60626579101696	0.163692102447196	4.47632029913189e-57	1.3236479124533e-53	CDKN2C	1031
ENSG00000100297	22	35796056	35821423	675.979618102851	-2.60191553176978	0.344254147255726	4.0892413146534e-14	4.38111832153265e-12	MCM5	4174
ENSG00000186871	X	71424510	71458897	97.0261730872896	-2.59650759624971	0.465954345740822	2.51180658497896e-08	9.38990148139417e-07	ERCC6L	54821
ENSG00000137558	8	75736772	75767264	43.6270912841557	-2.59390530539338	0.527403363608467	8.73182071260743e-07	2.35067740544662e-05	PI15	51050
ENSG00000175130	1	32799433	32801980	209.998980976735	-2.59264712030116	0.410437549365234	2.67054965914218e-10	1.47328644441855e-08	MARCKSL1	65108
ENSG00000112761	6	112375275	112392171	15.9829428664127	-2.58801225544277	0.522079365552968	7.1544246105884e-07	1.97901155972964e-05	WISP3	8838
ENSG00000144331	2	180306709	180726232	50.6589350166271	-2.57754788517805	0.410409008015704	3.37622853482961e-10	1.83858338443668e-08	ZNF385B	151126
ENSG00000089685	17	76210267	76221717	276.071667879127	-2.5717829175682	0.470888612423088	4.71988399020541e-08	1.66349189023092e-06	BIRC5	332
ENSG00000167900	17	76170160	76183314	856.606335832629	-2.56281705839626	0.441651645329631	6.52157799371628e-09	2.747052154903e-07	TK1	7083
ENSG00000051341	3	121150278	121264853	108.452440359125	-2.55332253120016	0.398545999960374	1.48806088203308e-10	8.56069266181287e-09	POLQ	10721
ENSG00000076382	17	26904592	26926297	178.36664841722	-2.53059995542044	0.370327187226632	8.29156990529724e-12	6.28671082306768e-10	SPAG5	10615
ENSG00000137135	9	35658872	35675863	23.1305497414472	-2.52763033076298	0.452678820994994	2.35431987784393e-08	8.82347766639353e-07	ARHGEF39	84904
ENSG00000168078	8	27667137	27695612	348.503550499255	-2.5213546619795	0.452916922973116	2.59273525194303e-08	9.66799261033486e-07	PBK	55872
ENSG00000138778	4	104026963	104119566	486.747649529432	-2.52119442274075	0.420708366437009	2.06338922302072e-09	9.6848284642417e-08	CENPE	1062
ENSG00000170312	10	62538089	62554610	372.116698559447	-2.51657068128278	0.46793919475896	7.532345479768e-08	2.57195676485843e-06	CDK1	983
ENSG00000131747	17	38544768	38574202	1995.67083283444	-2.50408975056075	0.479270729092244	1.74351224014802e-07	5.46719585802512e-06	TOP2A	7153
ENSG00000109674	4	178230990	178284097	69.8167812748653	-2.50041711944934	0.464972762385411	7.55036865371755e-08	2.57513726747898e-06	NEIL3	55247
ENSG00000159164	1	149874870	149889434	257.863433516846	-2.49379187605338	0.365982846470074	9.49491986814114e-12	7.07216071790764e-10	SV2A	9900
ENSG00000138182	10	91461367	91534700	336.023934201943	-2.49168633771399	0.278295947996053	3.4479468048332e-19	8.4963155849098e-17	KIF20B	9585
ENSG00000265415	17	57280038	57281190	59.2740037608196	-2.49164034568306	0.435198149332697	1.03250586497532e-08	4.20539923241326e-07	NA	NA
ENSG00000065328	10	13203554	13253104	118.204614657978	-2.48959940033615	0.497003778437284	5.4652139416422e-07	1.54499403684856e-05	MCM10	55388
ENSG00000111206	12	2966847	2986206	784.830986334619	-2.48490871893225	0.40005897979876	5.25293365976348e-10	2.72507453191589e-08	FOXM1	2305
ENSG00000146950	X	9754496	9917483	192.027691265977	-2.46996638725565	0.455823189186984	6.00359653631325e-08	2.07148599275126e-06	SHROOM2	357
ENSG00000117676	1	26856252	26901521	20.1814162204377	-2.46762692381186	0.46352812612556	1.01747256535942e-07	3.3616384086791e-06	RPS6KA1	6195
ENSG00000066279	1	197053258	197115824	659.615572156115	-2.4625116625075	0.437804282766487	1.85845607389046e-08	7.1369540396027e-07	ASPM	259266
ENSG00000112984	5	137514408	137523404	731.244534657178	-2.46140547367672	0.501671844489344	9.27606716192843e-07	2.47237190455988e-05	KIF20A	10112
ENSG00000169607	2	113493930	113522254	358.250774672756	-2.4570947916812	0.390714376865467	3.20086420506623e-10	1.74952965885043e-08	CKAP2L	150468
ENSG00000135476	12	53662083	53687427	164.861803349326	-2.45537623694664	0.216026565542063	6.16933332433072e-30	3.88142949788211e-27	ESPL1	9700
ENSG00000256663	12	20704524	20705946	99.9023673880444	-2.44844266426873	0.249642753843187	1.04230452222966e-22	4.10945929631082e-20	NA	NA
ENSG00000034063	19	4903092	4962165	271.488411838879	-2.44747007808094	0.2624286273121	1.09702328194814e-20	3.18029200462809e-18	NA	NA
ENSG00000198901	15	91509270	91538859	950.031753601746	-2.44522967705611	0.45784702951819	9.25816220336282e-08	3.07254608701951e-06	PRC1	9055
ENSG00000080986	18	2571510	2616634	248.190351336765	-2.43752654612668	0.480285111678196	3.87158378384762e-07	1.12902103045734e-05	NDC80	10403
ENSG00000024526	1	68939835	68962904	272.784973398518	-2.43192995332956	0.482838163801035	4.73529023936033e-07	1.35549402108311e-05	DEPDC1	55635
ENSG00000011426	7	36429415	36493400	1527.58576307396	-2.43068828869943	0.466920391380183	1.93175715315326e-07	6.00021628348128e-06	ANLN	54443
ENSG00000070193	5	44303646	44389808	10.7431423761091	-2.42188447230761	0.527879371384284	4.47618546873044e-06	0.000101270699548859	FGF10	2255
ENSG00000087586	20	54944445	54967393	309.810169134236	-2.41933344966585	0.263941836671929	4.90163204536494e-20	1.33547789066647e-17	AURKA	6790
ENSG00000197299	15	91260558	91358859	42.489152508039	-2.41931028608566	0.384224069588561	3.04219455956653e-10	1.66588320604412e-08	BLM	641
ENSG00000214357	5	172068269	172118543	87.3499455122365	-2.41193240526384	0.506645366371767	1.93024922513052e-06	4.78837832106624e-05	NEURL1B	54492
ENSG00000179750	22	39378352	39388809	83.0370379535901	-2.40821394959444	0.44773122564236	7.5023738707865e-08	2.56468433941222e-06	APOBEC3B	9582
ENSG00000063180	19	49141199	49149569	27.7087173032783	-2.39306176952635	0.501561067592559	1.83106924204891e-06	4.56033749334897e-05	CA11	770
ENSG00000146670	11	64833772	64851636	230.809973459864	-2.39133807184636	0.280570048624064	1.55283617978321e-17	2.81701630896868e-15	CDCA5	113130
ENSG00000119969	10	96305547	96373662	183.121685354801	-2.38963380907418	0.413607476271022	7.58006280195243e-09	3.15693601484132e-07	HELLS	3070
ENSG00000108947	17	7608520	7614696	51.4269492506192	-2.38115304314212	0.518857595465665	4.44899633948344e-06	0.000100809825102318	EFNB3	1949
ENSG00000099282	10	71211229	71267425	15.5856633841274	-2.3745973647487	0.518354294749851	4.62688086175702e-06	0.000104360691900957	TSPAN15	23555
ENSG00000143512	1	222695602	222721445	13.5882320692073	-2.3708140592422	0.525586041128576	6.45832761468788e-06	0.000140214939476006	HHIPL2	79802
ENSG00000107562	10	44793038	44881941	1733.31901544601	-2.36970584793941	0.401150901591187	3.47827848373852e-09	1.56311086267702e-07	CXCL12	6387
ENSG00000171241	16	46614466	46655538	525.627871913934	-2.35760533107674	0.450738290190541	1.69014230704344e-07	5.31675617226324e-06	SHCBP1	79801
ENSG00000171320	8	27629466	27670157	106.627403263676	-2.35409776309883	0.464189281772072	3.94862918432446e-07	1.14922209626451e-05	ESCO2	157570
ENSG00000170323	8	82390654	82395498	31.9642091247663	-2.34935998085194	0.526064036520087	7.97253437134057e-06	0.00016863221842671	FABP4	2167
ENSG00000144554	3	10068098	10143614	112.086374972922	-2.34620663857577	0.306809136519786	2.05528662655343e-14	2.31082986871426e-12	FANCD2	2177
ENSG00000165304	9	36572859	36677678	285.50572530139	-2.34246382804047	0.319834176176999	2.40696102613276e-13	2.28854783095646e-11	MELK	9833
ENSG00000167680	19	4542600	4559820	12.9292951464123	-2.33972433931418	0.507330806756078	3.99135946428324e-06	9.15628389129987e-05	SEMA6B	10501
ENSG00000187741	16	89803957	89883065	93.6182425416265	-2.33687453688287	0.379928456826358	7.70795430703918e-10	3.90950615538848e-08	FANCA	2175
ENSG00000101003	20	25388363	25433264	115.366308618728	-2.33551556219165	0.376970135098588	5.81031401773359e-10	2.98282960945108e-08	GINS1	9837
ENSG00000213347	5	176728462	176739758	105.924775229158	-2.33440340643832	0.368980878412533	2.50582394540336e-10	1.39280477566875e-08	MXD3	83463
ENSG00000124126	20	47240790	47444420	302.880052544393	-2.33426309385902	0.350314841406163	2.6769320695756e-11	1.80723473281622e-09	PREX1	57580
ENSG00000162063	16	2479395	2508855	256.334169511346	-2.33209588112214	0.183175533495253	3.95268121196851e-37	4.67523133751636e-34	CCNF	899
ENSG00000164109	4	120980577	120988229	222.554404887361	-2.32949662517522	0.289298987776773	8.13112620885937e-16	1.15594904805756e-13	MAD2L1	4085
ENSG00000159259	21	37757676	37789125	102.868703699731	-2.32935622268802	0.360907476090137	1.08817555055629e-10	6.46131546786135e-09	CHAF1B	8208
ENSG00000164611	5	159848829	159855748	298.450872279488	-2.32842256493795	0.400871051612119	6.30697249344346e-09	2.67955713550464e-07	PTTG1	9232
ENSG00000185361	19	4639530	4655580	78.4586174463942	-2.32779047319294	0.349233640020347	2.63901383609463e-11	1.78571256597982e-09	TNFAIP8L1	126282
ENSG00000100526	14	54863567	54886936	276.904672832329	-2.32774036868044	0.442106388974335	1.40102684743082e-07	4.50308303027493e-06	CDKN3	1033
ENSG00000138376	2	215590370	215674428	87.2367617039088	-2.32737865198219	0.354518368050196	5.20667898836297e-11	3.30389480012646e-09	BARD1	580
ENSG00000139354	12	100967461	101022064	156.563644212325	-2.32676127221213	0.474361350270811	9.34084276791155e-07	2.48612709853415e-05	GAS2L3	283431
ENSG00000137812	15	40886218	40956540	319.396425267346	-2.32458334884771	0.49658984256358	2.85349128664706e-06	6.81014829266775e-05	CASC5	57082
ENSG00000198056	12	57125380	57146157	64.0559287053685	-2.32228116250591	0.325478302050551	9.68012621333681e-13	8.31641599805781e-11	PRIM1	5557
ENSG00000214998	7	7948931	7950080	30.7786893373305	-2.31752529328488	0.461785834295009	5.20453469696329e-07	1.47978933643466e-05	NA	NA
ENSG00000259179	15	31712331	31712865	17.7141269880707	-2.31468400758235	0.476155655459664	1.1668108327359e-06	3.03720038063384e-05	UBE2CP4	283711
ENSG00000161800	12	50370706	50426919	767.316608985382	-2.3124874710283	0.247783444857923	1.03211896160463e-20	3.08870627064975e-18	RACGAP1	29127
ENSG00000112312	6	24775159	24786327	133.138697042151	-2.30900114956533	0.31050211627984	1.03508560258611e-13	1.05543038856798e-11	GMNN	51053
ENSG00000110492	11	46402306	46405375	89.1659663498356	-2.30604608055108	0.38176093532409	1.5358962295557e-09	7.39681620650849e-08	MDK	4192
ENSG00000205221	2	36923833	37041935	49.1405648832764	-2.30062646296011	0.377406037773252	1.08828843213918e-09	5.39944445274422e-08	VIT	5212
ENSG00000125089	4	8183799	8243530	102.6978193951	-2.29027192895027	0.329206423047816	3.47723510527545e-12	2.7640280124461e-10	SH3TC1	54436
ENSG00000171848	2	10262455	10271545	650.174664843351	-2.28710181797844	0.444626488459047	2.69132703106441e-07	8.13727406018147e-06	RRM2	6241
ENSG00000111665	12	6953957	6961230	76.4141952787514	-2.28414654587306	0.408056203685481	2.17305280699936e-08	8.21702960396049e-07	CDCA3	83461
ENSG00000073111	3	127317066	127341276	509.833400455102	-2.28314144791635	0.229231974130888	2.28152942170555e-23	9.50208802814551e-21	MCM2	4171
ENSG00000164509	5	55147207	55218678	32.1403265390833	-2.27455090784924	0.524831463672127	1.46511254854548e-05	0.000288254933383375	IL31RA	133396
ENSG00000060718	1	103342023	103574052	377.923514790163	-2.27305039026323	0.274731076396105	1.29833409206197e-16	2.02061784748802e-14	COL11A1	1301
ENSG00000198826	15	32907345	32932150	474.33625784736	-2.26137159382805	0.350479576432592	1.10222866282714e-10	6.53164359915802e-09	ARHGAP11A	9824
ENSG00000164045	3	48198636	48229892	62.4920789215292	-2.25373869365689	0.362334581852685	4.97001043808543e-10	2.58738043405257e-08	CDC25A	993
ENSG00000142945	1	45205490	45233439	292.655204393824	-2.25313566786118	0.52248170727719	1.61512132826742e-05	0.000313174673290936	KIF2C	11004
ENSG00000078725	9	121915736	122131745	29.1690775942209	-2.24688194184834	0.409529514047306	4.09985262332106e-08	1.46936891000234e-06	DBC1	1620
ENSG00000137807	15	69706585	69740764	532.517485627068	-2.24369908292409	0.132327149749865	1.74676989243009e-64	1.72173285730526e-60	KIF23	9493
ENSG00000182168	4	96083655	96470357	13.382616310619	-2.23833836825064	0.528463287213005	2.27982033200095e-05	0.000426942920945333	UNC5C	8633
ENSG00000111602	12	56810903	56843187	396.94005856982	-2.23571535395969	0.202670871962227	2.70050663415583e-28	1.47877742911089e-25	TIMELESS	8914
ENSG00000006025	17	45884738	45899200	71.1907779228042	-2.23468130080901	0.343227255190815	7.47555497441376e-11	4.57664928764834e-09	OSBPL7	114881
ENSG00000122952	10	58116989	58121036	330.274457375361	-2.2318435957232	0.214831165579772	2.78763182544826e-25	1.37383788464175e-22	ZWINT	11130
ENSG00000188487	11	15133970	15268754	37.2274229999957	-2.22530626429914	0.452370854482089	8.6895153269553e-07	2.35067740544662e-05	INSC	387755
ENSG00000189057	11	58874658	58894883	125.998493876549	-2.22049868478345	0.509196082908411	1.29591955421999e-05	0.000259975177871676	FAM111B	374393
ENSG00000148773	10	129894923	129924649	1654.37138310122	-2.20534355435979	0.518736673163321	2.12463121896329e-05	0.00040118355775699	MKI67	4288
ENSG00000151136	12	107712190	108053419	227.153227991896	-2.20179987230708	0.286831536780758	1.63771900612663e-14	1.87702910895986e-12	BTBD11	121551
ENSG00000140525	15	89787180	89860492	328.454820949731	-2.20107777874552	0.262638713905528	5.26453310433967e-17	8.69677340197341e-15	FANCI	55215
ENSG00000175305	8	95891998	95908906	30.6965060034623	-2.20063669631052	0.377836040996044	5.73468001135835e-09	2.45760127443285e-07	CCNE2	9134
ENSG00000213005	8	67679632	67680240	84.3105293274616	-2.1891664543908	0.440282867069	6.62035804742792e-07	1.84857400814394e-05	PTTG3P	26255
ENSG00000161692	17	42785976	42829632	113.467290776524	-2.18800123106741	0.232990328441895	5.94597804054352e-21	1.85076390167233e-18	DBF4B	80174
ENSG00000198576	8	143692405	143696833	92.4930527331722	-2.18649046979007	0.334921977148662	6.64947419289864e-11	4.09635316425026e-09	ARC	23237
ENSG00000106462	7	148504475	148581413	195.146166209046	-2.1854021932897	0.329240220285371	3.18586726166308e-11	2.09315578242713e-09	EZH2	2146
ENSG00000104147	15	41601466	41624819	38.4232509488811	-2.18089301299977	0.397516482214208	4.10449347197138e-08	1.46936891000234e-06	OIP5	11339
ENSG00000123485	2	234742062	234763212	229.312270605768	-2.17833411934751	0.471301830028741	3.80147215999814e-06	8.78199466962071e-05	HJURP	55355
ENSG00000163535	2	201374731	201448505	344.088089314622	-2.17685807140367	0.247837828656944	1.5860995292624e-18	3.47414541335474e-16	SGOL2	151246
ENSG00000085999	1	46713360	46744145	77.63961986056	-2.17325793337493	0.487985208151099	8.44689561323961e-06	0.000176771609588664	RAD54L	8438
ENSG00000114790	3	153838792	153975616	18.8388432175084	-2.17095332384376	0.463700516098265	2.84366111943052e-06	6.79216957201619e-05	ARHGEF26	26084
ENSG00000122966	12	120123595	120315095	985.437438050892	-2.15984716593385	0.147382034042844	1.2561434422666e-48	2.32151009923896e-45	NA	NA
ENSG00000173894	17	77751931	77761782	20.5169375684698	-2.15746720630721	0.408423042333895	1.27479719280907e-07	4.13784335799826e-06	CBX2	84733
ENSG00000134222	1	109822178	109825808	115.798388732371	-2.15724262290174	0.400833397272775	7.37064038648034e-08	2.52256754893777e-06	PSRC1	84722
ENSG00000154146	11	124609829	124617869	18.7814053910127	-2.15276743101327	0.524287327705684	4.02424442235719e-05	0.000707472696605839	NRGN	4900
ENSG00000237810	8	63055870	63057328	38.8312688743544	-2.13864562176171	0.458841945508499	3.14732335367845e-06	7.44530812546173e-05	NA	NA
ENSG00000105486	19	48618702	48673860	344.35261302679	-2.12214806920197	0.292055744418548	3.69622854755087e-13	3.45878095414808e-11	LIG1	3978
ENSG00000176208	17	29158988	29222887	49.6933687207367	-2.12160066029995	0.31648989161113	2.03438722895228e-11	1.40553341962895e-09	ATAD5	79915
ENSG00000123975	9	91926113	91931618	339.903608048587	-2.12003387460969	0.263815177630268	9.27753991147113e-16	1.30017466910996e-13	CKS2	1164
ENSG00000079462	19	42801185	42807698	101.639153350925	-2.11555131506056	0.464880375243329	5.34566999024118e-06	0.000118672268477051	PAFAH1B3	5050
ENSG00000177602	17	3627211	3630067	41.3944214750427	-2.11517469182165	0.401207398930698	1.34928059414647e-07	4.35095170871441e-06	GSG2	83903
